1	bˈɛr
91	tɒssɒndɒɾ
92	tˈɒlsɒsˈɒˈ
93	tɔxˈsɑnytʃ
94	tɔ̙xˈsɑ̃tˈɔ̙
95	toxtsanbeʃ
96	tɒhsɒnɒlti
97	tɒlsɒnjɒtˈti
98	tˈɔrsˈænsˈakˈgɐz
99	tɔʁsɑŋtɔpˈkɑs
999	tɒkˈkɒzjˈuztˈɒksˈɒˈntɒkˈɒz
999999	tookːozɯtotɕiɴtokkozɯmɪtookːozɯtotɕiɴtokkoɯkasɯ
a	a
abdukhalil razzakov	ɒbduhɒlɒl ɾɒzdɒqif
abu ali ibn sino	abo aːli bensino
abu nasr farobiy	aboːnaːsər farabːeɪ
abu rayhon beruniy	ɑːbiː ræjˈnɑː beroːniː
acer	əsɚ
achchiq	atʃak
achinarli	atʃɪnardɪ
adabiyot	að̞abiot̪
adabiyotda	adəbijadde
adabiyotdan	adæbiːɑtˈdæm
adabiyotga	ɑːdæbʲijædje
adabiyoti	at̪aβ̞iot̪a
adabiyotida	adəmiːɔtʃeˈgɛ
adabiyotidan	adʒæliːtʰeˈdeɾ
adabiyotiga	adəɾijatige
adabiyotim	maɾdafɑhzæm
adabiyotimda	ababijaːtnde
adabiyotimdan	adʒebiːʔɒːtæmdæm
adabiyotimga	að̞abiat̪ẽnd̪je
adabiyotimiz	ɑdˈʔiːvɑːtɑnɑz
adabiyotimizda	ɑdˈvijatɑmiːzˈde
adabiyotimizdan	ædæmiɑtæmðæn
adabiyotimizga	adəɾijatɯneˈzgə
adabiyotimizni	ædviːe̞tæmnæzænæjæʔ
adabiyotimizning	adʒeˈʁiadæmæzniː
adabiyotimni	advijatɨmne
adabiyotimning	ædæɾjɑtmiː
adabiyoting	ædæbjɑːtiː
adabiyotingda	lad̪eβ̞iat̪ĩn̪d̪e
adabiyotingdan	adʒebiunt̪jnið̞ẽn
adabiyotingga	ædæbjɑːtʌiːnɣe
adabiyotingiz	ædæmiːæˈtiːiːnægjæst
adabiyotingizda	adabijaadeŋizde
adabiyotingizdan	ædæbiˈjɑːtiːnˈgæzædæn
adabiyotingizga	ædæmiætiːændiːzkiː
adabiyotingizni	ædæbiˈjɑːtiːnʒiːzæn
adabiyotingizning	ædæbiːe̞tiːngeːzæniː
adabiyotingni	atðəbjɑtinːjæd
adabiyotingning	ædæbjɑːæˈtiːnɲi
adabiyotini	ad̪aβ̞iõt̪ana
adabiyotining	ædæbɑtænæiːm
adabiyotlar	ɑdˈabijɑtˈlɑr
adabiyotlarda	adabjɒtˈlɒrdɒjˈɾ
adabiyotlardan	adəbʲijɑtʰlaɾdɑm
adabiyotlarga	adɒbiˈjɒtˈlɒɾˈgɒˈ
adabiyotlari	adəbijadlara
adabiyotlarida	aːdabjɒtˈlɒɾidɒ
adabiyotlaridan	ɒdɒbiˈjɒtˈlɒɾˈdɒˈɾiˈ
adabiyotlariga	tɒdɒbiotlɒɾˈgɒˈ
adabiyotlarim	adˈaːvjɒtlˈaɾam
adabiyotlarimda	adæbʲiʊ̞tlɑrɯ̞mdæ
adabiyotlarimdan	abɒˈbæɾlaɾəndɒːn
adabiyotlarimga	aːdabjotlɑɾmge
adabiyotlarimiz	adˈebijɑtˈlɑrmɒnˈhɒˈz
adabiyotlarimizda	abɛbjɒtlɒɾɒmizdɒ
adabiyotlarimizdan	ɒdɒbiˈjɒtˈlɒrmˈiztɒrmˈ
adabiyotlarimizga	abɒbjɒtˈlɒɾimiˈzgɒˈ
adabiyotlarimizni	ɒdɒbiˈjɒtlɒɾˈimizni
adabiyotlarimizning	ɑdbjtlaɾngizniːn
adabiyotlarimni	adəbijaːtilɑɾimnaː
adabiyotlarimning	ædæbʲijædlæɾmmiːn
adabiyotlaring	adɑbɪtʃlɑɾeɲ
adabiyotlaringda	adɑvijatlaɾinˈgdɑ
adabiyotlaringdan	adəbjɔtdlaːrɪnˈd̪eːn
adabiyotlaringga	ædæmʲiɑtælæːɲinˈdʒɛ
adabiyotlaringiz	ɑtɑbiˈjɑtˈlɑɾiˈŋez
adabiyotlaringizda	adɑvijɑtlɑɾiŋgizde
adabiyotlaringizdan	adɑːvijɑtlɑɾiŋheːzdar
adabiyotlaringizga	ɒdɒvijɒtlɒɾiˈngizgɒˈ
adabiyotlaringizni	jɛdpijɛtnɑrriːndʒiznɯ
adabiyotlaringizning	adˈafiːlˈtˈinˈgiˈizni
adabiyotlaringni	atabjɒtˈlɒriˈnˈnɒ
adabiyotlaringning	adɒˈbijɒtlɒɾˈiˈnˈg
adabiyotlarini	aːdabjatlɑɾiˈna
adabiyotlarining	ɒdɒbiˈjɒtˈlɒriˈnˈ
adabiyotlarni	adˈaβiɔðˈaɾna
adabiyotlarning	dabijɒtˈlɒɾni
adabiyotni	ad̪aβ̞iot̪na
adabiyotning	ad̪aːd̪oːa
adirlar	alˈtɾeˈlɑɾ
adliya vaziri	adlæɑ vaːzra
adliya vazirligi	atliˈjævɑzɯrligi
ado bo'lmoq	adab almaq
adolat	ladˈaːlˈɛt
adolatda	adaːlʔɛdˈdˈe
adolatdan	mædɑːletʃtæm
adolatga	adɑlætge
adolati	ʔɑdɑlɑtɑ
adolatida	ælɑːlɑːtdæɾ
adolatidan	ædæɾtæn
adolatiga	adˈolˈtege
adolatim	ædæɾætæm
adolatimda	adɒlɒtˈilidɒˈ
adolatimdan	adaltɪmdað
adolatimga	aːdɑltïmge
adolatimiz	adɒlɒtˈimniˈz
adolatimizda	adɑlɑtɑmɪˈzda
adolatimizdan	ʔædɑːlətɑnæzdæhænd
adolatimizga	kædɑlɑtmɒːzje
adolatimizni	adˈdˈɑlˈtmæznæhˈæm
adolatimizning	adʒoːlɑtʔemazˈniːn
adolatimni	at̪aɣ̞lat̪anla
adolatimning	aːdɑlɑtɯmnejˈn
adolating	ædælʔiːn
adolatingda	adɑlɑtɛnebe
adolatingdan	adɑlætiːnde̞æɾæm
adolatingga	qɒdɒlɒtˈiːngɒˈ
adolatingiz	ædæɾætiːnˈgæz
adolatingizda	ɒdɒlˈt̪iˈnˈgizdɒ
adolatingizdan	ɑdˈvɑltiːnˈgezdæm
adolatingizga	adɒˈlætejngizgɒˈ
adolatingizni	ɒdɒlˈdiˈngizni
adolatingizning	ədɑlˈtijnˈgidʒniːm
adolatingni	ɑdɑlɑtiˈne
adolatingning	adˈdɑlˈtini
adolatini	adalˈtˈnˈɒ
adolatining	kʰæˈrɑːlɑːgəˈhɑːlɑːgəˈhɑːlɑnɑːne̞ɾiː
adolatlar	adɑlɑtˈlɑr
adolatlarda	adɑlatlardɛ
adolatlardan	adolatlaːrdan
adolatlarga	ɒdɒlɒtˈlɒɾˈgɒ
adolatlari	ɒdɒɒtˈlɒɾi
adolatlarida	abdɑlatslardɑ
adolatlaridan	adɑɫadɫaɾagaːn
adolatlariga	ɑdɑlɑtlɑɾɛɣe
adolatlarim	atɔlatlaɾɐm
adolatlarimda	ædɑrɑtlæːrɯmdɛ
adolatlarimdan	atolɛtlɑrɯmdan
adolatlarimga	atɑlɛtlɑrmgæ
adolatlarimiz	ɑdɑlɑtlaɾɒnme̞z
adolatlarimizda	ɒdɒlɒtlɒɾˈiˈizdɒˈ
adolatlarimizdan	ataltlɑrɛmɨzdan
adolatlarimizga	aˈdɑlætlɑɾimɯzgɛ
adolatlarimizni	atɑvɫɑtˈlɑrɑmɛznɯ
adolatlarimizning	adɔɫatlarmɛzneni
adolatlarimni	adɑlætlɑɾɑmˈnɯjɑn
adolatlarimning	adʒoːlʔaːt̪laːrmniːn˧
adolatlaring	atɒˈlɒtˈlɒriˈn
adolatlaringda	adɑlɑtˈlɑrɪnˈdɛ
adolatlaringdan	adɑːrˈtˈllɑːriːnˈdɑːm
adolatlaringga	adɑːlɑːtlaːriːnʒɛ
adolatlaringiz	aːdoːltlɑɾiːnjeːz
adolatlaringizda	adɒˈlætˈlɒriˈngizdɒ
adolatlaringizdan	adɒːlætælɒriːngizdɒːn
adolatlaringizga	adɒˈlætlæɾiŋˈgizgɒeɾ
adolatlaringizni	atɒlɒtˈlɒɾˈingizmi
adolatlaringizning	qɒdɒlætˈlɒriˈnˈgizmiˈnɒˈ
adolatlaringni	adˈaːlˈtˈlˈɒriˈnˈɒ
adolatlaringning	aːdolet̪læːriːniː
adolatlarini	agˈalatlˈɛramən
adolatlarining	nʲtʂampˈtːlæˈɾiːn
adolatlarni	aðonatsiʝaɾna
adolatlarning	adɑlatlrnɛnʝ
adolatli	atɑːlətliː
adolatni	adɒˈlætne
adolatning	dæɾˈtniː
advokatlar assotsiatsiyasi	advokadɫa rassatsɛ atsɛsɛ
aeroplan	ajɾoplan
afandi	afanðə
afgʻoniston	aːlfoɦnɛstoː
afrika	afriːkə
afu eting	aːfwˈeɪtˈiŋ
ahd	ˈaxt
ahl	ʔɑhɑl
ahmoq	afmˈɑ̃
ahvolingiz qalay?	ɑħvɑliːneɣez qɑlɑj
aigul	jgwl
ajab bo'pti!	aðʒaːb baβa
ajdar	ʔazna
ajratilgan	ædʒɾætɛlɣɛn
ajratish	að̞ʃat̪e̞s
ajratish belgisi	atʃɑɣa atɑʃ bɛlgɛsɑɾ
ajratmoq	adʒaðamok
aka	akˈa
akalar	agɒlɒɾˈ
akbar	ˈaɪkbˈænd
aksiga	aksigˈɛ
aktiniy	aktyi
akula	akulə
akulada	akulada
akuladan	akuladæn
akulaga	akulɒgɒ
akulalar	akulaˈɑːr
akulalarda	akulɑlaɾda
akulalardan	akuləlrdæn
akulalarga	tʃiːdˈkɯlɑrgæ
akulalari	akɔlalaˈrɑ
akulalarida	akulɒlɾɒda
akulalaridan	ækʲolælærdæm
akulalariga	ɒkɒlɒlɒɾˈgɒˈ
akulalarim	akulʔaraːm
akulalarimda	maːkwlɛlɑːɾimdɑ
akulalarimdan	akolalaːrɑndaˈno
akulalarimga	aqolɒlɒɾˈɒmga
akulalarimiz	akulalarɑmɛz
akulalarimizda	akvlalaːɾəmzˈbɑːr
akulalarimizdan	ækulæˈlæɾinizˈdæm
akulalarimizga	akulɒlɾˈimiˈzgɒ
akulalarimizni	jˈbˈdʒlɒrɒmiznɒ
akulalarimizning	əkɒlɒlɒɾˈimiˈzniˈ
akulalarimni	agɾˈlaˈlaɾəmnɯ
akulalarimning	akulæˈlaɾamniːn˧
akulalaring	ˌakulˈɑlˈaɾeɪŋ
akulalaringda	akuaːlalaːˈnida
akulalaringdan	akɔˈlalaːɾˈɛ̃ˈɛn
akulalaringga	akulɒlˈaɾiŋˈge
akulalaringiz	æɾkælɑrɑːne̞gəɑːst
akulalaringizda	akuaˈlalˈæˈɾiˈngizde
akulalaringizdan	akulalaːriːnˈgiztˈm
akulalaringizga	akulælæɾiːɒˈnɒˈgɒˈ
akulalaringizni	akulɒlaˈɾingizni
akulalaringizning	akulareɑjnˈʒeziːniː
akulalaringni	akulalaɾɛnːo
akulalaringning	akvælɑɾiːngkɑːr
akulalarini	aklelaɾənɑ
akulalarining	tɑkolɑlɑrɯ̞nïi
akulalarni	akolalaɾma
akulalarning	akulalaɾnɛnʲ
akulam	ækuːlæm
akulamda	akalˈmdɛ
akulamdan	akulhəmdaːn
akulamga	ækʰælˈmge̞
akulamiz	akulamas
akulamizda	tɑqolɑmɯzda
akulamizdan	əkɔlɑmɯzdɑr
akulamizga	akulɒnˈzga
akulamizni	akulamɯzna
akulamizning	akolamɯznej
akulamni	akulɒˈmna
akulamning	akˈɔlˈamniːˈ
akulang	akˈølɑn
akulangda	akulɛŋdɑr
akulangdan	akɾolɒŋˈgdan
akulangga	akɒˈlɒng
akulangiz	ækælængeˈz
akulangizda	akɒlngizda
akulangizdan	ˈakvælˈaˈngizdɑˈ
akulangizga	akˈolngˈiːzˈgəːn
akulangizni	akˈaːlaaˈngˈiznˈa
akulangizning	akˈolɑŋgiztɛ
akulangni	kˈaltʃarɛ
akulangning	akˈolˈɑ̃gˈnˈ
akulani	akolana
akulaning	akˈolanaiːn
akulasi	aˈkɔlasa
akulasida	akulasədˈa
akulasidan	akolasaðaɾ
akulasiga	akˈolasˈgeˈɛ
akulasini	akˈaːlˈasˈnˈæ
akulasining	akolasˈniːn
albom	ælbɑːm
albomlar	ælbɒmlæɾ
aldoqchilik	aːldɑqtʃilik
aleksandr makedonskiy	alɛksandr makedonski
alifbo	aˈlafbɒ
alifbolar	ælʊfbɑːlər
alik abdukayumov	alikak kaliovɑ
alkin	aɻ˨˩˦tɕʰi˧n˥˥
alkinlar	akɪn˥˩raːk
allambalo	aːllɑnbalaɾ
alloh	aːlˤɑh
alohida	ælɑhɑdɑ
aloqa bo'limi	ælɑqəb ɑlɑmɑm
alpaka	alpakˈa
alvido	alwada
alyuminiy	aljumini
amerika	ameriːkæ
amerika qoʻshma shtatlari	ɑmeɾikɑ qwʃmɑʃlatlɑrɯ̞
amerikalik	admjˈelˈeˈkˈanik
ameritsiy	amjaritse
amir	amir
amir temur	amjertimoɾ
ammo	amˈe
amor	amoɾ
amr	ɑmɑr
anakonda	anakɔnda
anastasiya serdyukova	anatstatsia sjaɾdjɛkova
anatoliya	anatˈlija
anavini qara	ɑnɑbɯn ɑqaːra
anbar	anbar
anchadan beri ko'rishmadik	ɑntʃɛdɑn beɾe kɔɾuʃmeˈdik
anchadan beri ko'rishmadik!	æntʃɒːdæn beˈɾe kɾeʃmeddiːk
andijon	ndʒɒːnd
andrey petrov	andrɛ petrof
angishvona	hadiːʃvɑːnɑ
angishvonalar	aːnˈgiʃuɒnælæɾ
angren	angɾan
anion	anjɒn
anionlar	ɒɾiˈonlɒɾ
anjela khegay	aŋʒɑlɑkʰʰkaɪ
anjir	ɑndʒɯr
anor	ãmbnõɾ
anorlar	ɒnɒɾlɒɾ
anton fokin	antˈon fˈok ˈɛn
anvar	ɑnvaɾ
aprel	apɾɛl
aprelda	apɾel̪d̪a
apreldan	apɾɛlðam
aprelga	apɾɛlge
apreli	apɾelə
aprelida	apɾeˈledɛ
aprelidan	apriledɐnˈma
apreliga	aprɛjlægɛ
aprelim	apɾelam
aprelimda	apɾelimda
aprelimdan	aprɛjlɛmdaːn
aprelimga	abrɛjlɛnɟe
aprelimiz	apɾelˈlˈɑnˈlɑs
aprelimizda	apɾeːlɨmɨzdaː
aprelimizdan	aprɛjlɛmɨzdɑr
aprelimizga	abrɛjlɛnɑzgɛ
aprelimizni	abarelamazme
aprelimizning	apɾɛlɐmɐʒnˈeɪɲ
aprelimni	apɾeːlemna
aprelimning	aprel
apreling	apɾɛlɛn
aprelingda	apɾɨlimdɛ
aprelingdan	aprɛjlænidaːm
aprelingga	apɾeljnɣ̞ua
aprelingiz	apɾɛjˈnʒes
aprelingizda	aprɛjlɛnɟizdɛ
aprelingizdan	apɹɨʎeɪŋdɨʒdɐnw
aprelingizga	aprˈelˈiŋˈgizgɒ
aprelingizni	aprʲalʲiɛ̯nʲgiznɑ
aprelingizning	aprɛjlɛnɟizni
aprelingni	apɾɛlɛnʲn
aprelingning	apɾiʎiŋɛɲ
aprelini	apɾɛlɛnɑ
aprelining	apɾɛlɛnɨ
aprellar	aprɛlˈaɾ
aprellarda	aprɛjlardɛ
aprellardan	apɾɛlɑɾdɑŋ
aprellarga	aprelarge
aprellari	apɾɛl̪aɾa
aprellarida	apɾɛlaɾada
aprellaridan	apɾɛllaɾadam
aprellariga	apɾlalaaɾaʝeɾ
aprellarim	apɾelara
aprellarimda	əpɾeːlɑrɯndɑ
aprellarimdan	ɑpɾɛlɑɾɯmdan
aprellarimga	aplˈɪlɑˈrɯmgeːr
aprellarimiz	aferajlanɾas
aprellarimizda	abrelaɾəmɨzda
aprellarimizdan	aprelaramezdaːn
aprellarimizga	ˈaprilˈaɾamɪˈzɪgɛ
aprellarimizni	aːprɛnlaɾɑmɯzni
aprellarimizning	aprɛlaɾɐmɐznej
aprellarimni	apɾelar-na
aprellarimning	aprelaramneɾ
aprellaring	aprelaɾeĩŋ
aprellaringda	aprɛlaɾɪnˈðæ
aprellaringdan	aprɛlaɾɛŋdɑːn
aprellaringga	aplilmlaɾinɣe
aprellaringiz	aprelarenɣ̞es
aprellaringizda	abɾelaɾeŋjsidɛ
aprellaringizdan	aprɛlaɾeŋɪzdɛn
aprellaringizga	aˈpɾellaɾiŋizgiz
aprellaringizni	apɾelaɾaiŋgiznɛ
aprellaringizning	aˈpɾelaɾiŋizn
aprellaringni	aprɛːɫaːrɛjˈnɐ
aprellaringning	apɾelaɾiŋɲi
aprellarini	apɾɛlaɾana
aprellarining	aprɛlaɾamɛn
aprellarni	apɾelaɾna
aprellarning	aprela
aprelni	aprɛlʲnɑ
aprelning	apɾɛlni
aql	ɑqəl
aqllar	ɑqɯ̞ɫˈɑr
arafa	araħla
arafasi	pˈaːrəfˈɛsɑ
arafasida	ɾaːfɒsdɒɾ
arafasidagi	aɾafizɒdake
aragonit	ɑrɣɑnʲeːd
arastu	arastu
arbob	arbɔb
argentina	arɣentina
argon	argon
ari	ˈɑɾə
arilar	ɒɾɒlɒɾ
aristotel	arɛstɔtɛl
armaniston	aɾmãn̪st̪õn̪
arra	ara
arralamoq	aralamak
arslon	aɾsloŋ
arslonlar	ɑrslɑnlaɾ
arvoh	aro
arxipelag	ˈɑrχɛpɑl
arzimaydi	ɒɾzɒnɒjˈdi
asal	asalɛ
asalari	asalaɾa
asalim	ɑsˈɑlɯm
asallar	tɑzænlɑɾ
aslan	aslan
asli	qɒsli
aslida	aːslida
asno	asno
aso	asɔ
asosiy qonun	ɑsˈɑs kɑnˈvɑn
aspanova	aspanɔvɛ
aspekt	aspekt
aspirant	aspirant
aspirantura	aspirontura
aspirin	asperiɲ
asqatmoq	qɑsqatɨmuq
asralmoq	asˈralmˈok
asrchilik	asaɾtʃilej
asrdosh	asˈrdˈos
assalom	aːsˈsˈænˈoːʊ
assalomu	ɑsˈsɑlɑŋ
assalomu alaykum	æˈsælɑm ɑlɑjkm
assalomu aleykum!	ɑsˈlɑm ʔaliːkæm
assambleya	asamblˈeɾ
assimilatsiya	asimɨlatsɨ
assistent	ˌasistˈɛnt
asta	astɛ
asta-asta	astaasta
astag'firullo	qɑsˈtˤħarahu
astagina	astɑjine
astar	astɑr
astat	astat
asteroid	astrojt
astma	astmɛ
astronavt	astronau̯pastronau̯p
ataniyazova	ɔtaɲeɔzvɛ
avgust	alʒozt
avstraliya	astranɛ
avstriya	astriː
avtomobil	afˈtˈmˈɑbyl
avtovokzal	tɑstɑlɑkzaːd
axtarmoq	ɐktɐrmɑq
ayg'oqchi	ajɾoqtʃæ
ayiq	aja
ayiqlar	ɑjɑqlɑɾ
ayirish	aeɾes
ayirish belgisi	ajɾiʃ bɛlgɛθi
aylantirishini	ajlantɾʃnɑ
ayniqsa	ɑjnɯ̞qsɑ
ayol	ajˈɑl
ayollar	ɒjɒnˈlɒɾ
ayrimlar	ɒjɾimlɒɾˈ
aytgancha	ajtjɛntsɛ
ayyub	ɑiˈob
azal	ʔæzæl
azalda	azɒldɒ
azaldan	hæzardˈdˈm
aziz shokhakimov	ɑzɯz ʃoχajkɪmɑf
azob-uqubat	azomokumbat
azon	ɑːzɑːn
azon.uz	æzɑnɔz
azot	ozɒːt
b	be
bachkana	batʃkene
badan	β̞að̞an
baholash	vhɒːleʃ
bahor	bɣɾ
bahorlar	baˈhɔrlɑr
bakieva	akiva
baliq	bala
baliqlar	qɑlɑp
balki	balke
ball	bˈala
banan	banal
bananlar	ananlaɾ
bank	bˈænt
baobab	naoba
baquvvat	ðaqɟɑlbat
barcha	bartʃa
barg	vargˈ
bariy	bari
barmoq	bˌɑrmˈɑk
barmoqlar	bˈɒɾmˈɒˈqlɒˈɾ
barpo	barpɔ
basketbol	baːskˈtˈbɒːl
bastakor	bˈastˈakˈɔr
batafsil	batˈa
battar bo'l!	ˈbɛtːɑrbɔl
baxrom	mæhˈrɑːm
baxtli	baxtlɪ
bayroq	gajrɔ
bayroqlar	bɒjɾɒqlɒɾ
begunova	bɛgˈunˈɔvˈa
behi	bʲaxə
behzod abduraimov	beɾzot̪ abd̪oɾaimov
bek	bek
belgiya	bɛlgɪjæ
bemor	biːmˈɔɹ
beo'lchov	beul̪t̪ʃau
berilliy	bˈɑriɭˈɑ
berkliy	berkvi
besh	beʃ
beshinchi	beʃinʃe
besoqolbozlik	beˈsɑqɑlbɑːzlik
betayin	betaˈjˈan
betish	beˈtɛʃ
bevafo	beːveːkoː˧˥
bexabar	beːrabar
bezamoq	bezɑ̃mɑːk
bezbet	bɛzβet
bezovta qilmoq	təgə laftqə aːlmaːq
bezovtalanmoq	lesˈaːlttalɛnmˈɑːk
bezovtalik	be̞zæɢtælæk
bibi	pibj
bilaman	belemæn
bilan	ɣelan
bilasizmi	vælɒsizmɒˈ
bilasizmi?	balaʃozna
bilim	balæm
bilishimcha	beleʃimtʃe
bilmadim	ˈbilmɒdim
bilmayman	beːlnai̯mˈan
bir	bæɾ
bir guruh	bɛrgœrɔh
bir marta	bermarth
bir million	beɾ milijon
bir ming	bærmjɱ
bir yillik	dɒɾe eɒˈnlik
bir yoshli	pre jɑʃˈli
bir yuz	beɾi jøz
birga	bɛrgæ
birgalikda	bˈiɾˈgɒɾiˈkˈtˈɒ
biridir	brð̞eɾ
birinchi	branˈtʃe
birlashgan	bərleʃkæˈn
birlashgan millatlar tashkilotining bosh assambleyasi	bˈɒɾlɒʃgɒnˈ milɒnˈlɒɾ tɒʃqɒlɒtining bɒʃ ɒsɒmbˈlɒjˈɒˈsɒ
biya	bˌiˈɛ
biyalar	ijɒlɒɾ
biz	bɪst
bizning	bɪznɪŋ
bizon	hizme
bmw	benvɑ
bo'hton	baxdɑn
bo'ldi	pɔld
bo'lgach	bɔjulge
